,question,answer,query_duration,answer_present,average_precision
930,what was the ruling in district of columbia v. heller,"that the Second Amendment protects an individual 's right to possess a firearm unconnected with service in a militia for traditionally lawful purposes , such as self - defense within the home",15,1,1.0
931,what were the two sides of the american revolution,American Patriots in the Thirteen Colonies,12,1,1.0
932,what were the two sides of the american revolution,Great Britain,11,1,1.0
933,who played sax on baker street by gerry rafferty,Raphael Ravenscroft,12,1,1.0
934,where is the musee d'orsay located in paris,on the Left Bank of the Seine,6,1,1.0
935,who did charlie puth write see you again for,"Vail Cerullo , a friend of Puth 's time at Berklee College of Music , who perished in a motorcycle accident in 2012",23,0,0.0
936,when was the last time the united states did not have a deficit,during fiscal year 2001,17,0,0.0
937,what is the meaning of the proverb still waters run deep,commonly taken to mean that a placid exterior hides a passionate or subtle nature,15,1,1.0
938,who sings i like it like that yeah baby,Pete Rodriguez,11,0,0.0
939,the online sales of goods and services is known as,E-commerce,15,1,1.0
940,where did the name amber alert come from,"Amber Hagerman , a 9 - year - old abducted and murdered in Arlington , Texas , in 1996",14,1,1.0
941,where did the name amber alert come from,America 's Missing : Broadcast Emergency Response,13,1,1.0
942,what's the state of new york city,the state of New York,15,1,1.0
943,who introduced the color wheel to represent the organization of color,Isaac Newton,19,1,1.0
944,absorption is a major function of the gi tract. how is absorption accomplished in the gi tract,"active transport , facilitated diffusion",22,0,0.0
945,where is the roman forum located in rome,at the center of the city of Rome,9,1,1.0
946,when was daylight savings time created in the usa,1918,22,1,1.0
947,where do they kick the extra point from,15 - yard line,6,0,0.0
948,who was the original hosts of american idol,Ryan Seacrest,6,1,1.0
949,who was the original hosts of american idol,Brian Dunkleman,20,1,1.0
950,who has the most mvps in mlb history,New York Yankees,20,0,0.0
951,angola and mozambique were once colonies of which country,Portugal,20,1,1.0
952,during which phase of meiosis do homologous chromosomes exchange segments,pachytene stage of prophase I,8,1,1.0
953,when was live like you were dying written,2004,8,1,1.0
954,who won the golden bat in champion trophy 2017,Shikhar Dhawan,16,1,1.0
955,when was the first ice cream parlor opened,1686,11,1,1.0
956,what percentage of the european population perished from the plague between 1348 and 1400,30 -- 60 %,22,0,0.0
957,which had created the office of the secretary of state for india,1858,7,1,1.0
958,where is archangel raphael mentioned in the bible,John 5 : 1 -- 4,11,1,1.0
959,how many sessions are there in a term of congress,two - year terms with one session each year,5,0,0.0
960,who is the prime minister of england in 2017,Theresa May,10,1,1.0
961,when did new mexico become part of the us,"January 6 , 1912",36,1,1.0
962,who plays the professor in the lion the witch and the wardrobe,Jim Broadbent,27,0,0.0
963,who is the only leader to be elected pm of pakistan three times,Nawaz Sharif,18,1,1.0
964,who plays alex in wizards of waverly place,Selena Gomez,19,1,1.0
965,where is the uvea of the eye located,the vascular middle layer of the eye,51,1,1.0
966,where was the original friday the 13 filmed,New Jersey,6,0,0.0
967,what happens when you bat out of order in mlb,the batter is out,19,1,1.0
968,who is the song sweet judy blue eyes about,"Stephen Stills ' former girlfriend , singer / songwriter Judy Collins",8,1,1.0
969,who published the book the presidential succession of 1910,Francisco Ignacio Madero González,12,0,0.0
970,from where east india company entered in india,Surat,32,1,1.0
971,what provisions in the constitution are designed to ensure a fair trial,the Sixth Amendment,7,1,1.0
972,who wrote the magic school bus theme song,Peter Lurye,10,1,1.0
973,who sang wake me up before you go-go,Wham !,19,1,1.0
974,when is comedians in cars getting coffee coming to netflix,season ten ( 2018 ),10,1,1.0
975,who is she's got a way about,Joel 's first wife Elizabeth,13,0,0.0
976,who replaces the president in order of succession,"Vice President ,",16,1,1.0
977,who played katie douglas on my three sons,Tina Cole,29,1,1.0
978,who sings i will follow him in sister act,the nuns ' chorus,12,0,0.0
979,what religion is the owner of chick fil a,Southern Baptist,8,1,1.0
980,meaning of the house of the rising sun lyrics,a life gone wrong in New Orleans,13,1,1.0
981,what is target disk mode on a mac,a boot mode,8,1,1.0
982,the american pilot who flew nonstop across the atlantic in 33 hours in 1927 was,Charles Augustus Lindbergh,32,1,1.0
983,who designed the nigerian flag and in what year,1959,12,1,1.0
984,who designed the nigerian flag and in what year,Michael Taiwo Akinkunmi,11,0,0.0
985,coaches who have won college and nfl championships,Pete Carroll,10,0,0.0
986,coaches who have won college and nfl championships,Barry Layne Switzer,12,0,0.0
987,coaches who have won college and nfl championships,Jimmy Johnson,22,0,0.0
988,who did the french revolt against in 1789,the monarchy,9,1,1.0
989,who sings the song you dropped the bomb on me,"The Gap Band ,",16,1,1.0
990,when did the battle of waterloo start and end,18 June 1815,21,1,1.0
991,what was the result of the womens suffrage movement,the right of women to vote in elections,33,0,0.0
992,when did michael jordan do the air jordan,1985,16,1,1.0
993,who dies at the end of west side story,Tony,15,1,1.0
994,where was the first oil well drilled in oklahoma,"Atoka County , Choctaw Nation , Indian Territory",5,1,1.0
995,when did the land before time movies come out,1988,18,1,1.0
996,what does the lone ranger say to silver,"Hi - yo , Silver ! Away !",8,1,1.0
997,where is the trump tower in new york,"721 -- 725 Fifth Avenue between 56th and 57th Streets in Midtown Manhattan , New York City",22,1,1.0
998,when did the spitfire go out of service,1 January 1951,18,1,1.0
999,coming home for christmas 2017 where was it filmed,"Abbotsford , Vancouver and Langley areas",6,1,1.0
1000,who plays the new female mayor on blue bloods,Margaret Dutton,18,1,1.0
1001,first person to sail around the world by the clipper route,Joshua Slocum,15,1,1.0
1002,what are the big orcs in lord of the rings,The Uruk - hai,18,0,0.0
1003,what do you call a hamburger without a bun,meat patty,30,1,1.0
1004,what do you call a hamburger without a bun,burger,7,1,1.0
1005,when is the dative case used in german,to mark the indirect object of a German sentence,13,1,1.0
1006,inclusion bodies formation of syncytia and change in cell shape are examples of,Cytopathic effect,6,1,1.0
1007,who sent the wedding video to gossip girl,Dan,17,1,1.0
1008,what was significant about the outcome of the august coup in the soviet union,demise of the CPSU and the dissolution of the Soviet Union,26,0,0.0
1009,who coined the term zymase for enzymes in yeast,Eduard Buchner,9,1,1.0
1010,how many senate seats are up for grabs in 2018,33 of the 100 seats in the Senate being contested in regular elections and two seats being contested in special elections,9,0,0.0
1011,who sang the original version of walking in memphis,Marc Cohn,11,1,1.0
1012,who plays will's mum in fresh prince of bel air,Vernee Watson - Johnson,7,0,0.0
1013,who played fred rutherford on leave it to beaver,Richard Deacon,17,1,1.0
1014,100 proof rum contains what percentage of alcohol,50 %,16,1,1.0
1015,how many australian soldiers were killed in world war 2,"Over 27,000",48,0,0.0
1016,when was the song my heart will go on written,1997,34,1,1.0
1017,3. the drakensberg has the 2nd highest waterfall in africa. what’s it called,the Tugela Falls ( Thukela Falls ),8,1,1.0
1018,what did pryzm nottingham used to be called,Palais de Danse,31,1,1.0
1019,what is the airport code for panama city florida,"IATA : ECP , ICAO : KECP , FAA LID : ECP",43,0,0.0
1020,who got their ear bit off in boxing,Evander Holyfield,44,1,1.0
1021,what was the theme of national science day celebrated on 28 february 2017,`` Science and Technology for Specially Abled Persons '',32,1,1.0
1022,what is mercer in do androids dream of electric sheep,eternally climbs up a hill while being hit with crashing stones,54,1,1.0
1023,when does the man from uncle take place,1963,62,0,0.0
1024,when did they start putting iodine in salt,1924,18,0,0.0
1025,where did quality street get its name from,after a play by J.M. Barrie,37,0,0.0
1026,where did they film american horror story coven,Los Angeles,40,1,1.0
1027,where did they film american horror story coven,New Orleans,15,1,1.0
1028,who owns the westgate hotel in las vegas,Westgate Resorts,10,1,1.0
1029,the tendency to judge other cultures by the standards of one’s own is considered,Ethnocentrism,21,0,0.0
1030,who sings the song waiting on a woman,American country music artist Brad Paisley,17,0,0.0
1031,who votes for the ap top 25 basketball,65 sportswriters and broadcasters from across the nation,31,1,1.0
1032,how far is vidor tx from beaumont tx,six miles,5,1,1.0
1033,when was the last debutantes presented at court,1958,18,1,1.0
1034,number of hemoglobin molecules in a red blood cell,approximately 270 million,11,1,1.0
1035,when is the big 10 mens basketball tournament,2019,23,0,0.0
1036,who narrated the original 1966 how the grinch stole christmas,Boris Karloff,24,1,1.0
1037,who sings the theme song for three's company,Julia Rinker Miller,16,0,0.0
1038,who sings the theme song for three's company,Charles,33,0,0.0
1039,when did the real housewives of atlanta start,"October 7 , 2008",35,1,1.0
1040,who led a mission to california in 1846,Lieutenant Colonel John C. Frémont,10,0,0.0
1041,what was the name of the gang johnny utah infiltrated in point break,`` Ex-Presidents '',10,1,1.0
1042,what is the name of the roman god of war,Mars,31,0,0.0
1043,what kind of grass does the white house have,tall fescue ( Festuca arundinacea ),15,1,1.0
1044,what do you mean by adapted physical education,"the art and science of developing , implementing , and monitoring a carefully designed physical education instructional program for a learner with a disability , based on a comprehensive assessment , to give the learner the skills necessary for a lifetime of rich leisure , recreation , and sport experiences to enhance physical fitness and wellness",15,1,1.0
1045,adrian's baby's name in secret life,Mercy,6,0,0.0
1046,when did the first apple iphone come out,"On June 29 , 2007",14,1,1.0
1047,who wrote the song we'll sing in the sunshine,Gale Garnett,16,1,1.0
1048,by what name did the portuguese call the region that we now know as mumbai,Bombay,35,1,1.0
1049,when was india capital shifted from calcutta to delhi,12 December 1911,35,1,1.0
1050,who played lt dan taylor in forrest gump,Sinise,5,1,1.0
1051,how many power rangers series has tommy been in,five,18,0,0.0
1052,small arthropod with six legs and two wings,Thrips,22,0,0.0
1053,who wrote the i am number four series,Pittacus Lore ( the pseudonym of James Frey and Jobie Hughes ),17,1,1.0
1054,when does daylight savings time end in colorado,first Sunday in November,8,1,1.0
1055,who played in planet of the apes 2001,Estella Warren,5,1,1.0
1056,who played in planet of the apes 2001,Mark Wahlberg,27,1,1.0
