,question,answer,query_duration,answer_present,average_precision
2378,who won the women's cricket world cup held in 2017,England,9,1,1.0
2379,where does the book of wisdom come from,Alexandria ( Egypt ),4,1,1.0
2380,when is the last time the electric chair was used,"January 16 , 2013",9,1,1.0
2381,where does the book of numbers get its name,from the two censuses taken of the Israelites,19,1,1.0
2382,where would the manufactured goods go from london to be loaded on a ship,The Port of London,18,0,0.0
2383,former england footballer manchester united longest serving captain,Bryan Robson,8,1,1.0
2384,when did the luge start in the olympics,1964,3,1,1.0
2385,who plays ariel's voice in the little mermaid,Jodi Marie Marzorati Benson,7,0,0.0
2386,when does tinker tailor soldier spy take place,1973,7,1,1.0
2387,what is the meaning of the name casper,Treasurer,18,1,1.0
2388,what is the primary function of the endoplasmic reticulum,transport of synthesized proteins,4,1,1.0
2389,who won x factor when olly murs came second,Joe McElderry,7,1,1.0
2390,who won great british bake off series 6,Nadiya Hussain,8,1,1.0
2391,who played the grim reaper in bill and ted's bogus journey,William Thomas Sadler,11,0,0.0
2392,what do you call a person with two sexes,intersex,14,0,0.0
2393,actress who played young celie in color purple,Desreta Jackson,15,1,1.0
2394,who plays noah in the kissing booth movie,Jacob Elordi,4,1,1.0
2395,this group is defined by the manifesto of the communist party as the modern working class,The proletariat,5,1,1.0
2396,when did the flood on spring creek occur,"July 27 to July 28 , 1997",8,1,1.0
2397,what is the name of the president of south africa,Cyril Ramaphosa,11,1,1.0
2398,when was the salt tax imposed by the british government,1759,5,1,1.0
2399,when was korea separated into north and south,1945,11,1,1.0
2400,who played mr swainey in one foot in the grave,Owen Brenman,5,1,1.0
2401,where was season five of prison break filmed,Vancouver,8,1,1.0
2402,who won first gold medal in olympic for india,India national field hockey team,24,1,1.0
2403,where did the battle of two ironclad ships take place in virginia waters,"Hampton Roads , a roadstead in Virginia where the Elizabeth and Nansemond rivers meet the James River just before it enters Chesapeake Bay adjacent to the city of Norfolk",12,0,0.0
2404,when did lathe and plaster stop being used,the late 1950s,10,1,1.0
2405,who play the character of anarkali in mughal e azam,Madhubala,9,1,1.0
2406,who started the tomahawk chop braves or fsu,1984,9,1,1.0
2407,who started the tomahawk chop braves or fsu,1980s,3,1,1.0
2408,who plays the lead role in citizen khan,Adil Ray,12,1,1.0
2409,when is imagine dragons new album coming out,"June 23 , 2017",11,1,1.0
2410,how many games in a regular nba season,82,10,1,1.0
2411,how many sons of anarchy episodes are there,92,8,0,0.0
2412,who ran the fastest 40 time in nfl history,Bo Jackson,5,1,1.0
2413,who played macgyver in the original tv show,Richard Dean Anderson,4,1,1.0
2414,name the procedure used in the working of an artificial kidney,Hemodialysis,7,1,1.0
2415,write the number of degrees of freedom of a diatomic gas molecule,5 degrees of freedom,7,0,0.0
2416,who sings the country song down on my knees,Trisha Yearwood,12,1,1.0
2417,when did the deepwater horizon oil spill end,"September 19 , 2010",9,1,1.0
2418,aerobes use what as the final electron acceptor,oxygen,4,1,1.0
2419,how many cities are in the state of alabama,169,7,0,0.0
2420,where do you write the mass number in the name of an atom,either after the element name or as a superscript to the left of an element 's symbol,10,0,0.0
2421,who was the pope that started the crusades,Pope Urban II,16,1,1.0
2422,who played richard on sex and the city,William James Remar,11,0,0.0
2423,who hit the longest homerun in mlb history,Babe Ruth,24,1,1.0
2424,what is the base of a snowboard made of,Polyethylene plastic,7,1,1.0
2425,when did the first episode of the bill air,16 October 1984,16,1,1.0
2426,when was the charter of rights and freedoms signed,"April 17 , 1982",6,1,1.0
2427,when did the uk take over northern ireland,1921,11,1,1.0
2428,what type of music did vernon dalhart sing before switching to country music,classical music,9,1,1.0
2429,who holds priesthood keys in the lds church,the presidents of the quorums,6,0,0.0
2430,who plays summer newman on the young and the restless,Hunter King,11,1,1.0
2431,where did dierks bentley go to high school,The Lawrenceville School,4,1,1.0
2432,what was the largest hurricane to hit the us,Great Galveston Hurricane,8,0,0.0
2433,who sang nothings gonna stop us now,Starship,5,1,1.0
2434,where is madeira located on the world map,"in the north Atlantic Ocean , southwest of Portugal",6,1,1.0
2435,where is the great salt desert located on a map,"partitioned among the Iranian provinces of Khorasan , Semnan , Tehran , Isfahan and Yazd",8,0,0.0
2436,where is the great salt desert located on a map,in the middle of the Iranian plateau,4,0,0.0
2437,where is the great salt desert located on a map,from the Alborz mountain range in the north - west to the Dasht - e Lut in the south - east,22,0,0.0
2438,who wrote the song keep your hands to yourself,Dan Baird,13,1,1.0
2439,what kind of animal is manfred in ice age,woolly mammoth,7,1,1.0
2440,when does the great christmas light fight 2017 start,every Monday at 8 pm EST,29,1,1.0
2441,when does the great christmas light fight 2017 start,"December 4 , 2017",38,1,1.0
2442,common sense which was written by thomas paine was an important work because it,crystallized the rebellious demand for independence from Great Britain,11,1,1.0
2443,who is the leader of the ms state senate,Tate Reeves,10,0,0.0
2444,what is a lobbyist and who do they work for,a group or individual,7,0,0.0
2445,what is a lobbyist and who do they work for,"people whose business is trying to influence legislation , regulation , or other government decisions , actions , or policies",13,0,0.0
2446,where is sisterhood of the traveling pants filmed,"Cabo San Lucas , Mexico",21,1,1.0
2447,where is sisterhood of the traveling pants filmed,"Santorini , Greece",6,1,1.0
2448,a key motive behind the sherman act was,"The purpose of the Sherman Act is not to protect competitors from harm from legitimately successful businesses , nor to prevent businesses from gaining honest profits from consumers , but rather to preserve a competitive marketplace to protect consumers from abuses .",8,1,1.0
2449,which leader in 1943 wanted to open a second front in europe during the war against germany,Stalin,13,1,1.0
2450,where does the word three come before two and seven come before six,in alphabetical order,13,0,0.0
2451,when was the treaty of paris signed 1783,"September 3 , 1783",5,1,1.0
2452,among the leaders of the english peasants' revolt of 1381 was/were,Wat Tyler,8,1,1.0
2453,where did the washington wizards name come from,A contest,13,1,1.0
2454,who did dr hunt have an affair with,a patient 's friend,11,0,0.0
2455,where is the central park in new york,a 700 - acre ( 280 ha ) area from 59th to 106th Streets,16,1,1.0
2456,who played eddie on the tv show frasier,Moose,5,1,1.0
2457,what movie is because you loved me in,Up Close & Personal,6,1,1.0
2458,what is the name of the airport in boston,Boston Logan International Airport,6,0,0.0
2459,what is the name of the airport in boston,Logan International Airport,7,1,1.0
2460,what is the name of the airport in boston,General Edward Lawrence Logan International Airport,7,0,0.0
2461,who played bubba on the heat of the night,Carlos Alan Autry Jr.,3,0,0.0
2462,who ran in front of the kings horse,Emily Wilding Davison,13,0,0.0
2463,which state has highest coal reserve in india,Jharkhand,10,1,1.0
2464,when was nepal elected the member of security council of the un,1 November 1968,9,1,1.0
2465,who dies at the end of the movie remember the titans,Bertier,9,1,1.0
2466,who has won the 2017 men's singles wimbledon tennis tournament,Roger Federer,8,1,1.0
2467,what ion causes the color of the indicator to change,or hydrogen ions,6,1,1.0
2468,what ion causes the color of the indicator to change,hydronium ions,10,1,1.0
2469,who is president if president and vice president impeached,Speaker of the House of Representatives,11,0,0.0
2470,which party is in power in jammu and kashmir,Jammu and Kashmir Peoples Democratic Party ( JKPDP ),5,0,0.0
2471,where did the attack on fort sumter take place,Charleston Harbor,4,1,1.0
2472,who ride war admiral in the movie seabiscuit,jockey Charles Kurtsinger,7,1,1.0
2473,who voices marco from star vs the forces of evil,Adam McArthur,11,1,1.0
2474,the temperature coefficient of most of the reaction lies between,2 & 3,13,1,1.0
2475,what is the theme of the story may day eve,magic realism,7,1,1.0
2476,where does the chicago cubs team train in the spring,Sloan Park,16,1,1.0
2477,who played king arthur in once upon a time,Liam Thomas Garrigan,8,0,0.0
2478,under which monarchy did england temporarily return to catholicism,Queen Mary I,7,0,0.0
2479,who played michael jordan in the michael jordan movie,Michael Jace,5,0,0.0
2480,who are king gizzard and the lizard wizard,Eric Moore,3,1,1.0
2481,who are king gizzard and the lizard wizard,Stu Mackenzie,7,1,1.0
2482,who are king gizzard and the lizard wizard,Ambrose Kenny - Smith,3,1,1.0
2483,who are king gizzard and the lizard wizard,Cook Craig,4,1,1.0
2484,who are king gizzard and the lizard wizard,Joey Walker,17,1,1.0
2485,who are king gizzard and the lizard wizard,Lucas Skinner,14,1,1.0
2486,who are king gizzard and the lizard wizard,Michael Cavanagh,2,1,1.0
2487,who owns pizza hut kfc and taco bell,"Yum ! Brands , Inc.",9,0,0.0
2488,who played darth vader in the original trilogy,David Charles Prowse,9,0,0.0
2489,when did texas get rid of the electric chair,"July 30 , 1964",19,0,0.0
2490,where did the first banana tree come from,Papua New Guinea,7,1,1.0
2491,where did the first banana tree come from,Southeast Asia,9,1,1.0
2492,what was the name of the super continent during the mesozoic era,Pangaea,5,1,1.0
2493,who wrote the song the house i live in,Abel Meeropol,15,1,1.0
2494,who wrote the song the house i live in,Earl Robinson,6,1,1.0
2495,where was the people's republic of china located,in East Asia,8,1,1.0
2496,who owns the breakers in newport rhode island,the Preservation Society of Newport County,6,1,1.0
2497,when did us polo assn. come out,1981,9,1,1.0
2498,the amount of salt in water is called,salinity,12,0,0.0
2499,how many articles are there in chinese constitution,138,9,0,0.0
2500,who played the young maid in american horror story,Alexandra Hetherington Breckenridge,5,0,0.0
2501,where is the band for king and country from,"Sydney , Australia",6,1,1.0
2502,when does the new unbroken movie come out,"October 5 , 2018",14,1,1.0
2503,who sings in kirk franklin lean on me,R. Kelly,3,1,1.0
2504,who sings in kirk franklin lean on me,Bono,7,1,1.0
2505,who sings in kirk franklin lean on me,Mary J. Blige,13,1,1.0
2506,who sings in kirk franklin lean on me,Crystal Lewis,3,1,1.0
2507,what is the source if the nile river,White Nile,4,0,0.0
2508,what is the source if the nile river,Blue Nile,4,0,0.0
2509,theater is classified as which type of art,performing,5,0,0.0
2510,when did tesla come to the united states,1884,16,1,1.0
2511,what is using plants to extract metals called,Phytoremediation,5,0,0.0
2512,what kind of animal is freddy on barnyard,ferret,6,1,1.0
2513,who was the murderer and then there were none,Justice Wargrave,6,1,1.0
2514,who played ivy in last of the summer wine,Shirley Ann Pithers,16,0,0.0
2515,where are the upper motor neurons that control skeletal muscles found,the precentral gyrus,6,1,1.0
2516,who plays alec lightwood in the tv series,Matthew Quincy Daddario,5,0,0.0
2517,who was the first disciple to be killed,"James , son of Zebedee",5,0,0.0
2518,where is the island that wonder woman was filmed on,"the Amalfi Coast : a stretch of coastline on the Tyrrhenian Sea , located in the Province of Salerno in Southern Italy",6,1,1.0
2519,what was the actual battle called between the french and mexican forces on cinco de mayo,the Battle of Puebla,7,1,1.0
